# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2324960	2325457	-	WP_011917704.1	WP_011917704.1		nitroreductase family protein			CSAC_RS11075	498	165	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2325463	2325759	-							CSAC_RS15220	297		
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2325463	2325759	-	WP_228369887.1	WP_228369887.1		hypothetical protein			CSAC_RS15220	297	98	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2325756	2327831	-							CSAC_RS11080	2076		old_locus_tag=Csac_2194
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2325756	2327831	-	WP_228369891.1	WP_228369891.1		AAA family ATPase			CSAC_RS11080	2076	691	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2328021	2328779	+							CSAC_RS11085	759		old_locus_tag=Csac_2196
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2328021	2328779	+	WP_011917705.1	WP_011917705.1		DUF6062 family protein			CSAC_RS11085	759	252	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2328794	2329603	-							CSAC_RS11090	810		old_locus_tag=Csac_2197
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2328794	2329603	-	WP_011917706.1	WP_011917706.1		Asp23/Gls24 family envelope stress response protein			CSAC_RS11090	810	269	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2329648	2330322	-					ispD		CSAC_RS11095	675		old_locus_tag=Csac_2198
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2329648	2330322	-	WP_011917707.1	WP_011917707.1		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD		CSAC_RS11095	675	224	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2330338	2331990	-							CSAC_RS11100	1653		old_locus_tag=Csac_2199
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2330338	2331990	-	WP_011917708.1	WP_011917708.1		FAD-dependent oxidoreductase			CSAC_RS11100	1653	550	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2332080	2334635	-							CSAC_RS11105	2556		old_locus_tag=Csac_2200
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2332080	2334635	-	WP_011917709.1	WP_011917709.1		calcium-translocating P-type ATPase, PMCA-type			CSAC_RS11105	2556	851	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2334842	2336581	+							CSAC_RS11110	1740		old_locus_tag=Csac_2201
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2334842	2336581	+	WP_011917710.1	WP_011917710.1		ABC transporter ATP-binding protein/permease			CSAC_RS11110	1740	579	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2336585	2338378	+							CSAC_RS11115	1794		old_locus_tag=Csac_2202
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2336585	2338378	+	WP_011917711.1	WP_011917711.1		ABC transporter ATP-binding protein/permease			CSAC_RS11115	1794	597	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2338488	2338859	-							CSAC_RS11120	372		old_locus_tag=Csac_2203
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2338488	2338859	-	WP_011917712.1	WP_011917712.1		hypothetical protein			CSAC_RS11120	372	123	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2339041	2339430	-					rplL		CSAC_RS11125	390		old_locus_tag=Csac_2204
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2339041	2339430	-	WP_011917713.1	WP_011917713.1		50S ribosomal protein L7/L12	rplL		CSAC_RS11125	390	129	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2339470	2339994	-					rplJ		CSAC_RS11130	525		old_locus_tag=Csac_2205
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2339470	2339994	-	WP_011917714.1	WP_011917714.1		50S ribosomal protein L10	rplJ		CSAC_RS11130	525	174	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2340229	2340918	-					rplA		CSAC_RS11135	690		old_locus_tag=Csac_2206
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2340229	2340918	-	WP_011917715.1	WP_011917715.1		50S ribosomal protein L1	rplA		CSAC_RS11135	690	229	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2341000	2341425	-					rplK		CSAC_RS11140	426		old_locus_tag=Csac_2207
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2341000	2341425	-	WP_011917716.1	WP_011917716.1		50S ribosomal protein L11	rplK		CSAC_RS11140	426	141	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2341463	2341990	-					nusG		CSAC_RS11145	528		old_locus_tag=Csac_2208
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2341463	2341990	-	WP_011917717.1	WP_011917717.1		transcription termination/antitermination protein NusG	nusG		CSAC_RS11145	528	175	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2342049	2342318	-					secE		CSAC_RS11150	270		old_locus_tag=Csac_2209
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2342049	2342318	-	WP_011917718.1	WP_011917718.1		preprotein translocase subunit SecE	secE		CSAC_RS11150	270	89	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2342340	2342504	-					rpmG		CSAC_RS11155	165		old_locus_tag=Csac_2210
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2342340	2342504	-	WP_011917719.1	WP_011917719.1		50S ribosomal protein L33	rpmG		CSAC_RS11155	165	54	
gene	pseudogene	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2342869	2343967	+							CSAC_RS11160	1099		pseudo
CDS	without_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2342869	2343967	+				IS481 family transposase			CSAC_RS11160	1099		pseudo
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2345819	2346256	+							CSAC_RS11165	438		old_locus_tag=Csac_2214
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2345819	2346256	+	WP_011917722.1	WP_011917722.1		helix-turn-helix domain-containing protein			CSAC_RS11165	438	145	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2346249	2346425	+							CSAC_RS14835	177		
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2346249	2346425	+	WP_187147300.1	WP_187147300.1		hypothetical protein			CSAC_RS14835	177	58	
gene	pseudogene	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2346978	2347355	-							CSAC_RS11170	378		partial;pseudo;old_locus_tag=Csac_2216
CDS	without_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2346978	2347355	-				transposase			CSAC_RS11170	378		partial;pseudo
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2347427	2348656	+							CSAC_RS11175	1230		old_locus_tag=Csac_2217
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2347427	2348656	+	WP_011915673.1	WP_011915673.1		IS256-like element ISCsa2 family transposase			CSAC_RS11175	1230	409	
gene	pseudogene	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2348665	2348880	-							CSAC_RS11180	216		partial;pseudo;old_locus_tag=Csac_2218
CDS	without_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2348665	2348880	-				IS110 family transposase			CSAC_RS11180	216		partial;pseudo
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2349163	2349552	+							CSAC_RS11190	390		old_locus_tag=Csac_2220
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2349163	2349552	+	WP_011917724.1	WP_011917724.1		hypothetical protein			CSAC_RS11190	390	129	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2349521	2350597	+							CSAC_RS11195	1077		old_locus_tag=Csac_2221
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2349521	2350597	+	WP_011917725.1	WP_011917725.1		site-specific integrase			CSAC_RS11195	1077	358	
gene	tRNA	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2350660	2350736	-							CSAC_RS11200	77		old_locus_tag=Csac_R0042
tRNA		GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2350660	2350736	-				tRNA-Thr			CSAC_RS11200	77		anticodon=GGT
gene	tRNA	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2350786	2350859	-							CSAC_RS11205	74		old_locus_tag=Csac_R0043
tRNA		GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2350786	2350859	-				tRNA-Gly			CSAC_RS11205	74		anticodon=CCC
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2350907	2351122	-							CSAC_RS11210	216		old_locus_tag=Csac_2222
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2350907	2351122	-	WP_011917726.1	WP_011917726.1		DUF1858 domain-containing protein			CSAC_RS11210	216	71	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2351190	2351939	-							CSAC_RS11215	750		old_locus_tag=Csac_2223
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2351190	2351939	-	WP_011917727.1	WP_011917727.1		nucleotidyltransferase family protein			CSAC_RS11215	750	249	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2351957	2352637	-							CSAC_RS11220	681		old_locus_tag=Csac_2224
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2351957	2352637	-	WP_011917728.1	WP_011917728.1		GntR family transcriptional regulator			CSAC_RS11220	681	226	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2352652	2353524	-					ispE		CSAC_RS11225	873		old_locus_tag=Csac_2225
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2352652	2353524	-	WP_011917729.1	WP_011917729.1		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE		CSAC_RS11225	873	290	
gene	tRNA	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2353809	2353899	-							CSAC_RS11230	91		old_locus_tag=Csac_R0044
tRNA		GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2353809	2353899	-				tRNA-Ser			CSAC_RS11230	91		anticodon=TGA
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2354086	2355921	+					asnB		CSAC_RS11235	1836		old_locus_tag=Csac_2226
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2354086	2355921	+	WP_011917730.1	WP_011917730.1		asparagine synthase (glutamine-hydrolyzing)	asnB		CSAC_RS11235	1836	611	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2356047	2357117	+					carA		CSAC_RS11240	1071		old_locus_tag=Csac_2227
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2356047	2357117	+	WP_011917731.1	WP_011917731.1		glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA		CSAC_RS11240	1071	356	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2357124	2360357	+					carB		CSAC_RS11245	3234		old_locus_tag=Csac_2228
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2357124	2360357	+	WP_011917732.1	WP_011917732.1		carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit	carB		CSAC_RS11245	3234	1077	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2360332	2361258	+					argF		CSAC_RS11250	927		old_locus_tag=Csac_2229
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2360332	2361258	+	WP_011917733.1	WP_011917733.1		ornithine carbamoyltransferase	argF		CSAC_RS11250	927	308	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2361330	2362091	-					trpA		CSAC_RS11255	762		old_locus_tag=Csac_2230
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2361330	2362091	-	WP_011917734.1	WP_011917734.1		tryptophan synthase subunit alpha	trpA		CSAC_RS11255	762	253	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2362094	2363269	-					trpB		CSAC_RS11260	1176		old_locus_tag=Csac_2231
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2362094	2363269	-	WP_011917735.1	WP_011917735.1		tryptophan synthase subunit beta	trpB		CSAC_RS11260	1176	391	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2363262	2363876	-							CSAC_RS11265	615		old_locus_tag=Csac_2232
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2363262	2363876	-	WP_011917736.1	WP_011917736.1		phosphoribosylanthranilate isomerase			CSAC_RS11265	615	204	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2363873	2364655	-					trpC		CSAC_RS11270	783		old_locus_tag=Csac_2233
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2363873	2364655	-	WP_011917737.1	WP_011917737.1		indole-3-glycerol phosphate synthase TrpC	trpC		CSAC_RS11270	783	260	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2364660	2365670	-					trpD		CSAC_RS11275	1011		old_locus_tag=Csac_2234
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2364660	2365670	-	WP_011917738.1	WP_011917738.1		anthranilate phosphoribosyltransferase	trpD		CSAC_RS11275	1011	336	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2365651	2366262	-							CSAC_RS11280	612		old_locus_tag=Csac_2235
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2365651	2366262	-	WP_011917739.1	WP_011917739.1		aminodeoxychorismate/anthranilate synthase component II			CSAC_RS11280	612	203	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2366243	2367610	-							CSAC_RS11285	1368		old_locus_tag=Csac_2236
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2366243	2367610	-	WP_011917740.1	WP_011917740.1		anthranilate synthase component I family protein			CSAC_RS11285	1368	455	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2367842	2368906	-							CSAC_RS11290	1065		old_locus_tag=Csac_2237
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2367842	2368906	-	WP_011917741.1	WP_011917741.1		aminopeptidase P family protein			CSAC_RS11290	1065	354	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2368941	2369378	-					aroQ		CSAC_RS11295	438		old_locus_tag=Csac_2238
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2368941	2369378	-	WP_011917742.1	WP_011917742.1		type II 3-dehydroquinate dehydratase	aroQ		CSAC_RS11295	438	145	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2369387	2370247	-							CSAC_RS11300	861		old_locus_tag=Csac_2239
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2369387	2370247	-	WP_011917743.1	WP_011917743.1		TIM barrel protein			CSAC_RS11300	861	286	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2370244	2370762	-							CSAC_RS11305	519		old_locus_tag=Csac_2240
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2370244	2370762	-	WP_011917744.1	WP_011917744.1		shikimate kinase			CSAC_RS11305	519	172	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2370899	2371741	-							CSAC_RS11310	843		old_locus_tag=Csac_2241
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2370899	2371741	-	WP_011917745.1	WP_011917745.1		hypothetical protein			CSAC_RS11310	843	280	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2371917	2372468	+					sigY		CSAC_RS11315	552		old_locus_tag=Csac_2242
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2371917	2372468	+	WP_011917746.1	WP_011917746.1		RNA polymerase sigma factor SigY	sigY		CSAC_RS11315	552	183	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2372449	2372850	+							CSAC_RS11320	402		old_locus_tag=Csac_2243
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2372449	2372850	+	WP_011917747.1	WP_011917747.1		hypothetical protein			CSAC_RS11320	402	133	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2372855	2373148	+							CSAC_RS11325	294		old_locus_tag=Csac_2244
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2372855	2373148	+	WP_011917748.1	WP_011917748.1		hypothetical protein			CSAC_RS11325	294	97	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2373165	2373371	+							CSAC_RS11330	207		old_locus_tag=Csac_2245
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2373165	2373371	+	WP_011917749.1	WP_011917749.1		PLD nuclease N-terminal domain-containing protein			CSAC_RS11330	207	68	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2373382	2374302	+							CSAC_RS11335	921		old_locus_tag=Csac_2246
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2373382	2374302	+	WP_228370065.1	WP_228370065.1		ABC transporter ATP-binding protein			CSAC_RS11335	921	306	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2374289	2375047	+							CSAC_RS11340	759		old_locus_tag=Csac_2247
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2374289	2375047	+	WP_011917751.1	WP_011917751.1		hypothetical protein			CSAC_RS11340	759	252	
gene	rRNA	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2375148	2375264	-					rrf		CSAC_RS11345	117		old_locus_tag=Csac_R0045
rRNA		GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2375148	2375264	-				5S ribosomal RNA	rrf		CSAC_RS11345	117		
gene	rRNA	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2375337	2378296	-							CSAC_RS11350	2960		old_locus_tag=Csac_R0046
rRNA		GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2375337	2378296	-				23S ribosomal RNA			CSAC_RS11350	2960		
gene	tRNA	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2378371	2378447	-							CSAC_RS11355	77		old_locus_tag=Csac_R0047
tRNA		GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2378371	2378447	-				tRNA-Ile			CSAC_RS11355	77		anticodon=GAT
gene	tRNA	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2378454	2378529	-							CSAC_RS11360	76		old_locus_tag=Csac_R0048
tRNA		GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2378454	2378529	-				tRNA-Ala			CSAC_RS11360	76		anticodon=TGC
gene	rRNA	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2378602	2380146	-							CSAC_RS11365	1545		old_locus_tag=Csac_R0049
rRNA		GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2378602	2380146	-				16S ribosomal RNA			CSAC_RS11365	1545		
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2380413	2382620	-							CSAC_RS11370	2208		old_locus_tag=Csac_2248
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2380413	2382620	-	WP_011917752.1	WP_011917752.1		pyruvate synthase			CSAC_RS11370	2208	735	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2382617	2383636	-							CSAC_RS11375	1020		old_locus_tag=Csac_2249
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2382617	2383636	-	WP_011917753.1	WP_011917753.1		2-oxoacid:acceptor oxidoreductase family protein			CSAC_RS11375	1020	339	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2383667	2384851	-							CSAC_RS11380	1185		old_locus_tag=Csac_2250
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2383667	2384851	-	WP_011917754.1	WP_011917754.1		CCA tRNA nucleotidyltransferase			CSAC_RS11380	1185	394	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2384982	2385782	+							CSAC_RS11385	801		old_locus_tag=Csac_2251
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2384982	2385782	+	WP_011917755.1	WP_011917755.1		histidinol-phosphatase HisJ family protein			CSAC_RS11385	801	266	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2385787	2386872	-					mnmA		CSAC_RS11390	1086		old_locus_tag=Csac_2252
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2385787	2386872	-	WP_011917756.1	WP_011917756.1		tRNA 2-thiouridine(34) synthase MnmA	mnmA		CSAC_RS11390	1086	361	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2386897	2387280	-					nifU		CSAC_RS11395	384		old_locus_tag=Csac_2253
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2386897	2387280	-	WP_011917757.1	WP_011917757.1		Fe-S cluster assembly scaffold protein NifU	nifU		CSAC_RS11395	384	127	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2387283	2388467	-					nifS		CSAC_RS11400	1185		old_locus_tag=Csac_2254
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2387283	2388467	-	WP_011917758.1	WP_011917758.1		cysteine desulfurase NifS	nifS		CSAC_RS11400	1185	394	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2388532	2388984	-							CSAC_RS11405	453		old_locus_tag=Csac_2255
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2388532	2388984	-	WP_011917759.1	WP_011917759.1		Rrf2 family transcriptional regulator			CSAC_RS11405	453	150	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2389235	2389612	-							CSAC_RS11410	378		old_locus_tag=Csac_2256
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2389235	2389612	-	WP_011917760.1	WP_011917760.1		PIN domain-containing protein			CSAC_RS11410	378	125	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2389596	2389832	-							CSAC_RS11415	237		old_locus_tag=Csac_2257
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2389596	2389832	-	WP_011917761.1	WP_011917761.1		type II toxin-antitoxin system Phd/YefM family antitoxin			CSAC_RS11415	237	78	
gene	tRNA	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2390093	2390168	-							CSAC_RS11420	76		old_locus_tag=Csac_R0050
tRNA		GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2390093	2390168	-				tRNA-Glu			CSAC_RS11420	76		anticodon=CTC
gene	tRNA	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2390173	2390246	-							CSAC_RS11425	74		old_locus_tag=Csac_R0051
tRNA		GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2390173	2390246	-				tRNA-Gln			CSAC_RS11425	74		anticodon=CTG
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2390397	2390738	-					rplQ		CSAC_RS11430	342		old_locus_tag=Csac_2258
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2390397	2390738	-	WP_011917762.1	WP_011917762.1		50S ribosomal protein L17	rplQ		CSAC_RS11430	342	113	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2390735	2391709	-							CSAC_RS11435	975		old_locus_tag=Csac_2259
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2390735	2391709	-	WP_011917763.1	WP_011917763.1		DNA-directed RNA polymerase subunit alpha			CSAC_RS11435	975	324	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2391767	2392393	-					rpsD		CSAC_RS11440	627		old_locus_tag=Csac_2260
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2391767	2392393	-	WP_011917764.1	WP_011917764.1		30S ribosomal protein S4	rpsD		CSAC_RS11440	627	208	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2392417	2392809	-					rpsK		CSAC_RS11445	393		old_locus_tag=Csac_2261
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2392417	2392809	-	WP_011917765.1	WP_011917765.1		30S ribosomal protein S11	rpsK		CSAC_RS11445	393	130	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2392829	2393203	-					rpsM		CSAC_RS11450	375		old_locus_tag=Csac_2262
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2392829	2393203	-	WP_011917766.1	WP_011917766.1		30S ribosomal protein S13	rpsM		CSAC_RS11450	375	124	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2393227	2393340	-					rpmJ		CSAC_RS11455	114		old_locus_tag=Csac_2263
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2393227	2393340	-	WP_011917767.1	WP_011917767.1		50S ribosomal protein L36	rpmJ		CSAC_RS11455	114	37	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2393369	2393587	-					infA		CSAC_RS11460	219		old_locus_tag=Csac_2264
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2393369	2393587	-	WP_011917768.1	WP_011917768.1		translation initiation factor IF-1	infA		CSAC_RS11460	219	72	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2393602	2393871	-							CSAC_RS11465	270		old_locus_tag=Csac_2265
